,Stock,fiscalDateEnding,PER,PBV,Acid_test,ATR,CCC,ROA,DER,NPM,EM,Return
8,HPQ,2021-06-30,7.974383236317152,0.8190653295236313,13.282926829268293,1.504712444700904,35.97912255952347,0.10271206001154068,1.1617463617463617,0.06826025821296178,2.1617463617463617,1
9,HPQ,2021-03-31,13.411058865621419,0.9260478935533499,8.687898089171975,1.5772172834401488,36.36201190387877,0.06905106470953071,1.0137385512073271,0.04378031196749246,2.0137385512073274,1
10,HPQ,2020-12-31,9.422741585921202,0.7184265424396138,35.93333333333333,1.4847823828814792,40.00326580182687,0.07624389737197465,0.9755797250153909,0.051350216874212956,1.975579725015391,0
11,HPQ,2020-09-30,7.001817585910178,0.5603801210596455,62.475,1.306201550387597,43.13921198992105,0.080033521893987,0.9164826340092351,0.06127195444702863,1.9164826340092351,0
12,HPQ,2020-06-30,7.15230598562235,0.5128782081704868,3.2237017310252996,1.546060285563194,35.08075367197369,0.07170809095716552,0.983011744966443,0.0463811738951977,1.983011744966443,0
13,HPQ,2020-03-31,12.407383722128326,0.5066903361946944,3.3002754820936637,1.6216187769708452,33.90844406184324,0.040837806546679296,0.9597772277227723,0.025183358213798922,1.9597772277227723,0
14,HPQ,2019-12-31,4.773167554355457,0.5953834687457769,4.074675324675325,1.5449640287769784,35.08549666949204,0.1247355057130766,0.9907329401853412,0.08073683489693899,1.9907329401853413,1
15,HPQ,2019-09-30,6.589857672181581,0.5974804289444633,26.954850539042525,1.6273623188405797,33.36452855955713,0.09066666666666667,0.8169370128502212,0.055713878597891134,1.8169370128502211,0
16,HPQ,2019-06-30,7.150352428146496,0.6364146530482859,26.954850539042525,1.630458878297495,30.67029456582707,0.08900465528707603,0.760390243902439,0.05458871515975527,1.760390243902439,1
17,HPQ,2019-03-31,3.680038906967615,0.5964853054077313,16.554802765790548,1.7164879356568365,29.524810119700206,0.16208668453976766,0.7776012708498808,0.0944292594038787,1.777601270849881,0
